image_id,filepath,label,source,generator_name,generator_family,width,height,format,split,notes,category_seed,filename,is_ai,aspect_ratio,megapixels,exists_on_disk,min_side,max_side,is_square,random_split,heldout_generator_split
15190885,data/processed/images/real/pexels_15190885.jpg,real,pexels,,,341,512,jpg,,,,pexels_15190885.jpg,0,0.6666,16.665,True,3333,5000,False,train,train
7256266,data/processed/images/real/pexels_7256266.jpg,real,pexels,,,341,512,jpg,,,,pexels_7256266.jpg,0,0.6667205692108668,25.496632,True,4123,6184,False,train,val
5082865,data/processed/images/real/pexels_5082865.jpg,real,pexels,,,512,341,jpg,,,,pexels_5082865.jpg,0,1.5001500150015,16.665,True,3333,5000,False,train,train
19345556,data/processed/images/real/pexels_19345556.jpg,real,pexels,,,512,342,jpg,,,,pexels_19345556.jpg,0,1.4986195472114854,19.660216,True,3622,5428,False,val,train
14448268,data/processed/images/real/pexels_14448268.jpg,real,pexels,,,341,512,jpg,,,,pexels_14448268.jpg,0,0.6668,16.67,True,3334,5000,False,train,val
27009845,data/processed/images/real/pexels_27009845.jpg,real,pexels,,,512,341,jpg,,,,pexels_27009845.jpg,0,1.5,24.0,True,4000,6000,False,train,train
14771041,data/processed/images/real/pexels_14771041.jpg,real,pexels,,,341,512,jpg,,,,pexels_14771041.jpg,0,0.6666,16.665,True,3333,5000,False,test,val
31260162,data/processed/images/real/pexels_31260162.jpg,real,pexels,,,512,341,jpg,,,,pexels_31260162.png,0,1.5,32.741376,True,4672,7008,False,test,train
14771098,data/processed/images/real/pexels_14771098.jpg,real,pexels,,,341,512,jpg,,,,pexels_14771098.jpg,0,0.6666,16.665,True,3333,5000,False,train,train
17179703,data/processed/images/real/pexels_17179703.jpg,real,pexels,,,341,512,jpg,,,,pexels_17179703.jpg,0,0.6666,16.665,True,3333,5000,False,test,train
18631363,data/processed/images/real/pexels_18631363.jpg,real,pexels,,,341,512,jpg,,,,pexels_18631363.jpg,0,0.6666,16.665,True,3333,5000,False,test,train
908602,data/processed/images/real/pexels_908602.jpg,real,pexels,,,512,341,jpg,,,,pexels_908602.jpg,0,1.5003750937734437,2.666,True,1333,2000,False,train,train
13412722,data/processed/images/real/pexels_13412722.jpg,real,pexels,,,341,512,jpg,,,,pexels_13412722.jpg,0,0.6667312911981388,17.738362,True,3439,5158,False,train,test
14448249,data/processed/images/real/pexels_14448249.jpg,real,pexels,,,341,512,jpg,,,,pexels_14448249.jpg,0,0.6666,16.665,True,3333,5000,False,train,train
414032,data/processed/images/real/pexels_414032.jpg,real,pexels,,,384,512,jpg,,,,pexels_414032.jpg,0,0.75,3.4992,True,1620,2160,False,train,train
17443856,data/processed/images/real/pexels_17443856.jpg,real,pexels,,,341,512,jpg,,,,pexels_17443856.jpg,0,0.6666,16.665,True,3333,5000,False,train,train
206493,data/processed/images/real/pexels_206493.jpg,real,pexels,,,512,341,jpg,,,,pexels_206493.jpg,0,1.502880658436214,8.87436,True,2430,3652,False,train,train
4481328,data/processed/images/real/pexels_4481328.jpg,real,pexels,,,512,341,jpg,,,,pexels_4481328.jpg,0,1.5,24.0,True,4000,6000,False,test,train
708392,data/processed/images/real/pexels_708392.jpg,real,pexels,,,512,341,jpg,,,,pexels_708392.jpg,0,1.5001473622163275,17.27037,True,3393,5090,False,train,train
30799112,data/processed/images/real/pexels_30799112.jpg,real,pexels,,,341,512,jpg,,,,pexels_30799112.jpg,0,0.6665143901324806,12.775004,True,2918,4378,False,train,val
4610,data/processed/images/real/pexels_4610.jpg,real,pexels,,,512,329,jpg,,,,pexels_4610.jpg,0,1.5576093653727665,16.411776,True,3246,5056,False,train,val
14052993,data/processed/images/real/pexels_14052993.jpg,real,pexels,,,341,512,jpg,,,,pexels_14052993.jpg,0,0.6667341977309562,16.244376,True,3291,4936,False,train,val
34761,data/processed/images/real/pexels_34761.jpg,real,pexels,,,512,339,jpg,,,,pexels_34761.jpg,0,1.5098039215686274,16.084992,True,3264,4928,False,train,train
4869697,data/processed/images/real/pexels_4869697.jpg,real,pexels,,,342,512,jpg,,,,pexels_4869697.jpg,0,0.6674285714285715,8.176,True,2336,3500,False,train,val
14085339,data/processed/images/real/pexels_14085339.jpg,real,pexels,,,384,512,jpg,,,,pexels_14085339.jpg,0,0.7500471965263357,21.044981,True,3973,5297,False,test,train
1438072,data/processed/images/real/pexels_1438072.jpg,real,pexels,,,512,342,jpg,,,,pexels_1438072.jpg,0,1.49800796812749,24.160256,True,4016,6016,False,train,val
14053427,data/processed/images/real/pexels_14053427.jpg,real,pexels,,,512,341,jpg,,,,pexels_14053427.jpg,0,1.5,17.915904,True,3456,5184,False,train,train
27009840,data/processed/images/real/pexels_27009840.jpg,real,pexels,,,512,341,jpg,,,,pexels_27009840.jpg,0,1.5,24.0,True,4000,6000,False,test,val
15652072,data/processed/images/real/pexels_15652072.jpg,real,pexels,,,341,512,jpg,,,,pexels_15652072.jpg,0,0.6666666666666666,19.961856,True,3648,5472,False,train,train
14495021,data/processed/images/real/pexels_14495021.jpg,real,pexels,,,341,512,jpg,,,,pexels_14495021.jpg,0,0.6666,16.665,True,3333,5000,False,train,train
7149165,data/processed/images/real/pexels_7149165.jpg,real,pexels,,,512,288,jpg,,,,pexels_7149165.jpg,0,1.7753424657534247,15.13728,True,2920,5184,False,train,train
5081501,data/processed/images/real/pexels_5081501.jpg,real,pexels,,,512,341,jpg,,,,pexels_5081501.jpg,0,1.5,25.9584,True,4160,6240,False,train,test
19364277,data/processed/images/real/pexels_19364277.jpg,real,pexels,,,512,341,jpg,,,,pexels_19364277.jpg,0,1.499877600979192,25.028795,True,4085,6127,False,train,test
1549280,data/processed/images/real/pexels_1549280.jpg,real,pexels,,,512,362,jpg,,,,pexels_1549280.jpg,0,1.4135113048215746,19.048819,True,3671,5189,False,train,train
17660924,data/processed/images/real/pexels_17660924.jpg,real,pexels,,,341,512,jpg,,,,pexels_17660924.jpg,0,0.6666,16.665,True,3333,5000,False,val,train
14085337,data/processed/images/real/pexels_14085337.jpg,real,pexels,,,384,512,jpg,,,,pexels_14085337.jpg,0,0.7499549305931134,23.07552,True,4160,5547,False,train,test
14448348,data/processed/images/real/pexels_14448348.jpg,real,pexels,,,341,512,jpg,,,,pexels_14448348.jpg,0,0.6666,16.665,True,3333,5000,False,train,train
27603695,data/processed/images/real/pexels_27603695.jpg,real,pexels,,,512,341,jpg,,,,pexels_27603695.jpg,0,1.5001500150015,16.665,True,3333,5000,False,test,train
20609440,data/processed/images/real/pexels_20609440.jpg,real,pexels,,,512,410,jpg,,,,pexels_20609440.jpg,0,1.2495119094103866,8.1952,True,2561,3200,False,train,train
4262424,data/processed/images/real/pexels_4262424.jpg,real,pexels,,,342,512,jpg,,,,pexels_4262424.jpg,0,0.6673333333333333,24.024,True,4004,6000,False,train,train
26811028,data/processed/images/real/pexels_26811028.jpg,real,pexels,,,512,288,jpg,,,,pexels_26811028.jpg,0,1.7772511848341233,20.256,True,3376,6000,False,train,test
7985409,data/processed/images/real/pexels_7985409.jpg,real,pexels,,,512,341,jpg,,,,pexels_7985409.jpg,0,1.5,19.961856,True,3648,5472,False,train,train
2961967,data/processed/images/real/pexels_2961967.jpg,real,pexels,,,512,287,jpg,,,,pexels_2961967.jpg,0,1.78125,16.809984,True,3072,5472,False,train,train
14085345,data/processed/images/real/pexels_14085345.jpg,real,pexels,,,384,512,jpg,,,,pexels_14085345.jpg,0,0.7499466154174674,16.446696,True,3512,4683,False,train,train
18870637,data/processed/images/real/pexels_18870637.jpg,real,pexels,,,341,512,jpg,,,,pexels_18870637.jpg,0,0.6668,16.67,True,3334,5000,False,train,train
13020855,data/processed/images/real/pexels_13020855.jpg,real,pexels,,,512,342,jpg,,,,pexels_13020855.jpg,0,1.49812734082397,10.68,True,2670,4000,False,test,val
3367460,data/processed/images/real/pexels_3367460.jpg,real,pexels,,,341,512,jpg,,,,pexels_3367460.jpg,0,0.6666666666666666,17.915904,True,3456,5184,False,train,train
17875554,data/processed/images/real/pexels_17875554.jpg,real,pexels,,,512,341,jpg,,,,pexels_17875554.jpg,0,1.5002449779519844,24.998168,True,4082,6124,False,test,val
14085343,data/processed/images/real/pexels_14085343.jpg,real,pexels,,,384,512,jpg,,,,pexels_14085343.jpg,0,0.7499549305931134,23.07552,True,4160,5547,False,train,train
1367269,data/processed/images/real/pexels_1367269.jpg,real,pexels,,,512,341,jpg,,,,pexels_1367269.jpg,0,1.5,30.1056,True,4480,6720,False,test,test
1456951,data/processed/images/real/pexels_1456951.jpg,real,pexels,,,384,512,jpg,,,,pexels_1456951.jpg,0,0.75,12.192768,True,3024,4032,False,train,train
27506970,data/processed/images/real/pexels_27506970.jpg,real,pexels,,,512,341,jpg,,,,pexels_27506970.jpg,0,1.5,36.842904,True,4956,7434,False,train,val
16442492,data/processed/images/real/pexels_16442492.jpg,real,pexels,,,384,512,jpg,,,,pexels_16442492.jpg,0,0.7507507507507507,21.312,True,4000,5328,False,train,train
28975987,data/processed/images/real/pexels_28975987.jpg,real,pexels,,,342,512,jpg,,,,pexels_28975987.jpg,0,0.6676655678753372,7.434836,True,2228,3337,False,val,val
1680173,data/processed/images/real/pexels_1680173.jpg,real,pexels,,,512,370,jpg,,,,pexels_1680173.jpg,0,1.3838147280770232,20.437074,True,3843,5318,False,train,train
32055388,data/processed/images/real/pexels_32055388.jpg,real,pexels,,,384,512,jpg,,,,pexels_32055388.jpg,0,0.7499513524031913,19.805706,True,3854,5139,False,test,train
10599613,data/processed/images/real/pexels_10599613.jpg,real,pexels,,,377,512,jpg,,,,pexels_10599613.jpg,0,0.7357980162308386,14.479104,True,3264,4436,False,train,train
24343261,data/processed/images/real/pexels_24343261.jpg,real,pexels,,,288,512,jpg,,,,pexels_24343261.jpg,0,0.5626151012891344,16.58865,True,3055,5430,False,val,train
5325597,data/processed/images/real/pexels_5325597.jpg,real,pexels,,,512,341,jpg,,,,pexels_5325597.jpg,0,1.5,25.9584,True,4160,6240,False,train,train
14771235,data/processed/images/real/pexels_14771235.jpg,real,pexels,,,341,512,jpg,,,,pexels_14771235.jpg,0,0.6666,16.665,True,3333,5000,False,train,test
2962121,data/processed/images/real/pexels_2962121.jpg,real,pexels,,,512,287,jpg,,,,pexels_2962121.jpg,0,1.78125,16.809984,True,3072,5472,False,train,test
13020854,data/processed/images/real/pexels_13020854.jpg,real,pexels,,,512,342,jpg,,,,pexels_13020854.jpg,0,1.49812734082397,10.68,True,2670,4000,False,train,train
29563911,data/processed/images/real/pexels_29563911.jpg,real,pexels,,,288,512,jpg,,,,pexels_29563911.jpg,0,0.5625,9.0,True,2250,4000,False,val,val
2898320,data/processed/images/real/pexels_2898320.jpg,real,pexels,,,512,341,jpg,,,,pexels_2898320.jpg,0,1.5,22.1184,True,3840,5760,False,train,train
15734518,data/processed/images/real/pexels_15734518.jpg,real,pexels,,,512,341,jpg,,,,pexels_15734518.jpg,0,1.500116144018583,27.80169,True,4305,6458,False,train,test
6577391,data/processed/images/real/pexels_6577391.jpg,real,pexels,,,512,398,jpg,,,,pexels_6577391.jpg,0,1.2852803093068212,16.852134,True,3621,4654,False,train,train
3063478,data/processed/images/real/pexels_3063478.jpg,real,pexels,,,512,341,jpg,,,,pexels_3063478.jpg,0,1.5,54.0,True,6000,9000,False,train,train
3228720,data/processed/images/real/pexels_3228720.jpg,real,pexels,,,512,342,jpg,,,,pexels_3228720.jpg,0,1.4985014985014986,24.024,True,4004,6000,False,test,val
6147076,data/processed/images/real/pexels_6147076.jpg,real,pexels,,,512,341,jpg,,,,pexels_6147076.jpg,0,1.499857509261898,18.467867,True,3509,5263,False,test,train
7551264,data/processed/images/real/pexels_7551264.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551264.jpg,0,1.5,25.141254,True,4094,6141,False,train,train
3777727,data/processed/images/real/pexels_3777727.jpg,real,pexels,,,512,341,jpg,,,,pexels_3777727.jpg,0,1.5,22.1184,True,3840,5760,False,val,train
3228690,data/processed/images/real/pexels_3228690.jpg,real,pexels,,,512,341,jpg,,,,pexels_3228690.jpg,0,1.5,24.0,True,4000,6000,False,val,train
7149137,data/processed/images/real/pexels_7149137.jpg,real,pexels,,,512,323,jpg,,,,pexels_7149137.jpg,0,1.5866438356164383,13.52836,True,2920,4633,False,train,train
7403051,data/processed/images/real/pexels_7403051.jpg,real,pexels,,,512,341,jpg,,,,pexels_7403051.jpg,0,1.4998050682261208,9.867555,True,2565,3847,False,train,train
7502601,data/processed/images/real/pexels_7502601.jpg,real,pexels,,,512,341,jpg,,,,pexels_7502601.jpg,0,1.4998489882210813,16.442426,True,3311,4966,False,train,val
4880414,data/processed/images/real/pexels_4880414.jpg,real,pexels,,,512,341,jpg,,,,pexels_4880414.jpg,0,1.5,23.120214,True,3926,5889,False,train,test
7148441,data/processed/images/real/pexels_7148441.jpg,real,pexels,,,512,288,jpg,,,,pexels_7148441.jpg,0,1.7753424657534247,15.13728,True,2920,5184,False,train,train
7551720,data/processed/images/real/pexels_7551720.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551720.jpg,0,1.49983844911147,14.36699,True,3095,4642,False,val,val
1835927,data/processed/images/real/pexels_1835927.jpg,real,pexels,,,512,366,jpg,,,,pexels_1835927.jpg,0,1.3987839771101571,10.935156,True,2796,3911,False,train,train
6847636,data/processed/images/real/pexels_6847636.jpg,real,pexels,,,512,341,jpg,,,,pexels_6847636.jpg,0,1.5,19.961856,True,3648,5472,False,train,train
3228715,data/processed/images/real/pexels_3228715.jpg,real,pexels,,,341,512,jpg,,,,pexels_3228715.jpg,0,0.6666666666666666,24.0,True,4000,6000,False,train,val
7551228,data/processed/images/real/pexels_7551228.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551228.jpg,0,1.5001120322652923,29.879785,True,4463,6695,False,train,train
3776868,data/processed/images/real/pexels_3776868.jpg,real,pexels,,,512,341,jpg,,,,pexels_3776868.jpg,0,1.5,22.1184,True,3840,5760,False,train,train
3777920,data/processed/images/real/pexels_3777920.jpg,real,pexels,,,512,341,jpg,,,,pexels_3777920.jpg,0,1.5,22.1184,True,3840,5760,False,train,val
3776851,data/processed/images/real/pexels_3776851.jpg,real,pexels,,,512,341,jpg,,,,pexels_3776851.jpg,0,1.4997346072186837,21.292968,True,3768,5651,False,val,train
7551760,data/processed/images/real/pexels_7551760.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551760.jpg,0,1.5001120322652923,29.879785,True,4463,6695,False,train,train
7551173,data/processed/images/real/pexels_7551173.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551173.jpg,0,1.4998718277364778,22.824751,True,3901,5851,False,train,train
7551219,data/processed/images/real/pexels_7551219.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551219.jpg,0,1.5001774937877177,11.904642,True,2817,4226,False,train,train
3776849,data/processed/images/real/pexels_3776849.jpg,real,pexels,,,512,341,jpg,,,,pexels_3776849.jpg,0,1.5,22.1184,True,3840,5760,False,val,test
7551270,data/processed/images/real/pexels_7551270.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551270.jpg,0,1.5,22.815,True,3900,5850,False,val,train
7551767,data/processed/images/real/pexels_7551767.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551767.jpg,0,1.500171998624011,12.677427,True,2907,4361,False,train,train
4880336,data/processed/images/real/pexels_4880336.jpg,real,pexels,,,341,512,jpg,,,,pexels_4880336.jpg,0,0.666723001521041,23.342565,True,3945,5917,False,train,val
3228749,data/processed/images/real/pexels_3228749.jpg,real,pexels,,,512,341,jpg,,,,pexels_3228749.jpg,0,1.5,24.0,True,4000,6000,False,train,train
1231230,data/processed/images/real/pexels_1231230.jpg,real,pexels,,,512,351,jpg,,,,pexels_1231230.jpg,0,1.4602272727272727,14.655168,True,3168,4626,False,train,train
7577380,data/processed/images/real/pexels_7577380.jpg,real,pexels,,,341,512,jpg,,,,pexels_7577380.jpg,0,0.6665879017013232,11.938472,True,2821,4232,False,train,train
2962231,data/processed/images/real/pexels_2962231.jpg,real,pexels,,,512,287,jpg,,,,pexels_2962231.jpg,0,1.78125,16.809984,True,3072,5472,False,train,test
7551764,data/processed/images/real/pexels_7551764.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551764.jpg,0,1.4998086490623803,10.240347,True,2613,3919,False,test,train
7624836,data/processed/images/real/pexels_7624836.jpg,real,pexels,,,512,341,jpg,,,,pexels_7624836.jpg,0,1.5,24.0,True,4000,6000,False,test,test
7551506,data/processed/images/real/pexels_7551506.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551506.jpg,0,1.4998391765841106,14.497267,True,3109,4663,False,train,train
3756513,data/processed/images/real/pexels_3756513.jpg,real,pexels,,,512,341,jpg,,,,pexels_3756513.jpg,0,1.5,45.441024,True,5504,8256,False,test,val
35874584,data/processed/images/real/pexels_35874584.jpg,real,pexels,,,512,320,jpg,,,,pexels_35874584.jpg,0,1.6,13.64224,True,2920,4672,False,test,train
5428996,data/processed/images/real/pexels_5428996.jpg,real,pexels,,,512,341,jpg,,,,pexels_5428996.jpg,0,1.5,24.0,True,4000,6000,False,train,val
4834148,data/processed/images/real/pexels_4834148.jpg,real,pexels,,,512,341,jpg,,,,pexels_4834148.jpg,0,1.500267094017094,21.030048,True,3744,5617,False,test,val
5584741,data/processed/images/real/pexels_5584741.jpg,real,pexels,,,512,341,jpg,,,,pexels_5584741.jpg,0,1.5,14.155776,True,3072,4608,False,val,train
7403047,data/processed/images/real/pexels_7403047.jpg,real,pexels,,,341,512,jpg,,,,pexels_7403047.jpg,0,0.666721365277322,24.759922,True,4063,6094,False,train,test
6140410,data/processed/images/real/pexels_6140410.jpg,real,pexels,,,512,341,jpg,,,,pexels_6140410.jpg,0,1.499871432244793,22.684537,True,3889,5833,False,test,train
4881655,data/processed/images/real/pexels_4881655.jpg,real,pexels,,,512,341,jpg,,,,pexels_4881655.jpg,0,1.5,25.9584,True,4160,6240,False,train,train
7551261,data/processed/images/real/pexels_7551261.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551261.jpg,0,1.5,15.302454,True,3194,4791,False,train,test
2962228,data/processed/images/real/pexels_2962228.jpg,real,pexels,,,512,287,jpg,,,,pexels_2962228.jpg,0,1.78125,16.809984,True,3072,5472,False,train,train
6141087,data/processed/images/real/pexels_6141087.jpg,real,pexels,,,512,341,jpg,,,,pexels_6141087.jpg,0,1.499630996309963,11.01344,True,2710,4064,False,train,train
7714749,data/processed/images/real/pexels_7714749.jpg,real,pexels,,,384,512,jpg,,,,pexels_7714749.jpg,0,0.75,20.155392,True,3888,5184,False,train,val
7551736,data/processed/images/real/pexels_7551736.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551736.jpg,0,1.5,8.157336,True,2332,3498,False,train,train
6299261,data/processed/images/real/pexels_6299261.jpg,real,pexels,,,512,341,jpg,,,,pexels_6299261.jpg,0,1.5,11.228544,True,2736,4104,False,test,test
6140657,data/processed/images/real/pexels_6140657.jpg,real,pexels,,,512,341,jpg,,,,pexels_6140657.jpg,0,1.4996699669966995,13.76832,True,3030,4544,False,train,train
2962248,data/processed/images/real/pexels_2962248.jpg,real,pexels,,,512,287,jpg,,,,pexels_2962248.jpg,0,1.78125,16.809984,True,3072,5472,False,train,train
36040327,data/processed/images/real/pexels_36040327.jpg,real,pexels,,,512,341,jpg,,,,pexels_36040327.jpg,0,1.5,20.668416,True,3712,5568,False,train,test
5153196,data/processed/images/real/pexels_5153196.jpg,real,pexels,,,512,329,jpg,,,,pexels_5153196.jpg,0,1.5540851553509782,18.777352,True,3476,5402,False,train,val
7551233,data/processed/images/real/pexels_7551233.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551233.jpg,0,1.5,14.415,True,3100,4650,False,train,train
7683910,data/processed/images/real/pexels_7683910.jpg,real,pexels,,,512,341,jpg,,,,pexels_7683910.jpg,0,1.5,16.9344,True,3360,5040,False,train,test
5697148,data/processed/images/real/pexels_5697148.jpg,real,pexels,,,512,342,jpg,,,,pexels_5697148.jpg,0,1.498839907192575,17.819264,True,3448,5168,False,test,train
5029860,data/processed/images/real/pexels_5029860.jpg,real,pexels,,,512,341,jpg,,,,pexels_5029860.jpg,0,1.4998768169499876,24.711192,True,4059,6088,False,train,train
2306813,data/processed/images/real/pexels_2306813.jpg,real,pexels,,,512,349,jpg,,,,pexels_2306813.jpg,0,1.4689572031344182,16.171932,True,3318,4874,False,val,train
7551253,data/processed/images/real/pexels_7551253.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551253.jpg,0,1.4998208527409531,11.683126,True,2791,4186,False,train,test
7658706,data/processed/images/real/pexels_7658706.jpg,real,pexels,,,512,341,jpg,,,,pexels_7658706.jpg,0,1.5,19.961856,True,3648,5472,False,train,test
7403357,data/processed/images/real/pexels_7403357.jpg,real,pexels,,,512,341,jpg,,,,pexels_7403357.jpg,0,1.5001561036528257,15.390415,True,3203,4805,False,val,train
7148448,data/processed/images/real/pexels_7148448.jpg,real,pexels,,,512,288,jpg,,,,pexels_7148448.jpg,0,1.7753424657534247,15.13728,True,2920,5184,False,val,train
36492515,data/processed/images/real/pexels_36492515.jpg,real,pexels,,,341,512,jpg,,,,pexels_36492515.jpg,0,0.6666666666666666,17.915904,True,3456,5184,False,train,train
6847656,data/processed/images/real/pexels_6847656.jpg,real,pexels,,,410,512,jpg,,,,pexels_6847656.jpg,0,0.800090559203079,15.609678,True,3534,4417,False,train,train
3228745,data/processed/images/real/pexels_3228745.jpg,real,pexels,,,512,342,jpg,,,,pexels_3228745.jpg,0,1.4985014985014986,24.024,True,4004,6000,False,train,test
7032983,data/processed/images/real/pexels_7032983.jpg,real,pexels,,,288,512,jpg,,,,pexels_7032983.jpg,0,0.5626666666666666,20.256,True,3376,6000,False,train,train
3797402,data/processed/images/real/pexels_3797402.jpg,real,pexels,,,512,306,jpg,,,,pexels_3797402.jpg,0,1.67374749498998,10.41912,True,2495,4176,False,train,train
7551258,data/processed/images/real/pexels_7551258.jpg,real,pexels,,,341,512,jpg,,,,pexels_7551258.jpg,0,0.6666666666666666,16.196694,True,3286,4929,False,test,val
7551756,data/processed/images/real/pexels_7551756.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551756.jpg,0,1.5001151808339093,28.268592,True,4341,6512,False,train,train
7551737,data/processed/images/real/pexels_7551737.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551737.jpg,0,1.5,14.155776,True,3072,4608,False,train,train
7551758,data/processed/images/real/pexels_7551758.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551758.jpg,0,1.4998371865841746,14.145026,True,3071,4606,False,train,train
36508705,data/processed/images/real/pexels_36508705.jpg,real,pexels,,,342,512,jpg,,,,pexels_36508705.jpg,0,0.6675531914893617,24.160256,True,4016,6016,False,test,train
7625043,data/processed/images/real/pexels_7625043.jpg,real,pexels,,,512,341,jpg,,,,pexels_7625043.jpg,0,1.5,24.0,True,4000,6000,False,train,train
2961965,data/processed/images/real/pexels_2961965.jpg,real,pexels,,,512,287,jpg,,,,pexels_2961965.jpg,0,1.78125,16.809984,True,3072,5472,False,val,train
4722414,data/processed/images/real/pexels_4722414.jpg,real,pexels,,,512,410,jpg,,,,pexels_4722414.jpg,0,1.25,20.0,True,4000,5000,False,val,test
6838621,data/processed/images/real/pexels_6838621.jpg,real,pexels,,,512,342,jpg,,,,pexels_6838621.jpg,0,1.49800796812749,24.160256,True,4016,6016,False,train,test
3752600,data/processed/images/real/pexels_3752600.jpg,real,pexels,,,512,277,jpg,,,,pexels_3752600.jpg,0,1.846661170651278,24.45408,True,3639,6720,False,train,train
1102609,data/processed/images/real/pexels_1102609.jpg,real,pexels,,,512,341,jpg,,,,pexels_1102609.jpg,0,1.5,7.962624,True,2304,3456,False,train,train
5935247,data/processed/images/real/pexels_5935247.jpg,real,pexels,,,512,341,jpg,,,,pexels_5935247.jpg,0,1.500190186382655,10.368776,True,2629,3944,False,train,train
7683745,data/processed/images/real/pexels_7683745.jpg,real,pexels,,,512,341,jpg,,,,pexels_7683745.jpg,0,1.5,16.9344,True,3360,5040,False,val,train
7658705,data/processed/images/real/pexels_7658705.jpg,real,pexels,,,512,341,jpg,,,,pexels_7658705.jpg,0,1.5,19.961856,True,3648,5472,False,test,train
3228713,data/processed/images/real/pexels_3228713.jpg,real,pexels,,,512,341,jpg,,,,pexels_3228713.jpg,0,1.5,24.0,True,4000,6000,False,train,val
3777726,data/processed/images/real/pexels_3777726.jpg,real,pexels,,,512,341,jpg,,,,pexels_3777726.jpg,0,1.5,22.1184,True,3840,5760,False,test,val
7402993,data/processed/images/real/pexels_7402993.jpg,real,pexels,,,512,341,jpg,,,,pexels_7402993.jpg,0,1.4998501648186997,16.701685,True,3337,5005,False,train,train
7551178,data/processed/images/real/pexels_7551178.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551178.jpg,0,1.49983844911147,14.36699,True,3095,4642,False,train,train
7551224,data/processed/images/real/pexels_7551224.jpg,real,pexels,,,512,341,jpg,,,,pexels_7551224.jpg,0,1.5001592863969415,14.781551,True,3139,4709,False,train,train
