image_id,filepath,label,source,generator_name,generator_family,width,height,format,collection_date,split,notes,page_title,description_url,uploader,license_short_name,category_seed
169584786,data/raw/real/wikimedia/wikimedia_169584786.jpg,real,wikimedia_commons,,,7850,5233,jpg,2026-03-23,,,File:001 Golden jackal and azureum flowers in Jim Corbett National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:001_Golden_jackal_and_azureum_flowers_in_Jim_Corbett_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
154920914,data/raw/real/wikimedia/wikimedia_154920914.jpg,real,wikimedia_commons,,,7120,4747,jpg,2026-03-23,,,File:001 Greater flamingo in flight in the Camargue Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:001_Greater_flamingo_in_flight_in_the_Camargue_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
178231105,data/raw/real/wikimedia/wikimedia_178231105.jpg,real,wikimedia_commons,,,3261,2174,jpg,2026-03-23,,,File:001 Humpback whale breaching in Ballena Marine National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:001_Humpback_whale_breaching_in_Ballena_Marine_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
121086230,data/raw/real/wikimedia/wikimedia_121086230.jpg,real,wikimedia_commons,,,4285,2859,jpg,2026-03-23,,,File:001 Juvenile leopard in the Serengeti National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:001_Juvenile_leopard_in_the_Serengeti_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
169904736,data/raw/real/wikimedia/wikimedia_169904736.jpg,real,wikimedia_commons,,,5302,6627,jpg,2026-03-23,,,File:001 Marsh deer and Pink Ipê tree in Encontro das Águas State Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:001_Marsh_deer_and_Pink_Ip%C3%AA_tree_in_Encontro_das_%C3%81guas_State_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
134376191,data/raw/real/wikimedia/wikimedia_134376191.jpg,real,wikimedia_commons,,,3106,3882,jpg,2026-03-23,,,File:001 Olive-bellied Sunbird starting to fly at Kibale National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:001_Olive-bellied_Sunbird_starting_to_fly_at_Kibale_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
141202680,data/raw/real/wikimedia/wikimedia_141202680.jpg,real,wikimedia_commons,,,3041,2027,jpg,2026-03-23,,,File:001 Volcano eruption of Litli-Hrútur in Iceland in 2023 Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:001_Volcano_eruption_of_Litli-Hr%C3%BAtur_in_Iceland_in_2023_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
120444128,data/raw/real/wikimedia/wikimedia_120444128.jpg,real,wikimedia_commons,,,8640,4719,jpg,2026-03-23,,,File:001 Wild Golden Eagle and Majinghorn Pfyn-Finges Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:001_Wild_Golden_Eagle_and_Majinghorn_Pfyn-Finges_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
24259710,data/raw/real/wikimedia/wikimedia_24259710.jpg,real,wikimedia_commons,,,2733,3462,jpg,2026-03-23,,,File:001117 15-44-2002-To-grupper-rosa-Qajar-Fliser2.jpg,https://commons.wikimedia.org/wiki/File:001117_15-44-2002-To-grupper-rosa-Qajar-Fliser2.jpg,Alborzagros,Public domain,Category:Featured pictures on Wikimedia Commons
169585029,data/raw/real/wikimedia/wikimedia_169585029.jpg,real,wikimedia_commons,,,3741,2494,jpg,2026-03-23,,,File:002 Asian green bee-eaters in Keoladeo National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:002_Asian_green_bee-eaters_in_Keoladeo_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
134376297,data/raw/real/wikimedia/wikimedia_134376297.jpg,real,wikimedia_commons,,,3111,3889,jpg,2026-03-23,,,File:002 Black-headed weaver building its nest at Kibale forest National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:002_Black-headed_weaver_building_its_nest_at_Kibale_forest_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
154920936,data/raw/real/wikimedia/wikimedia_154920936.jpg,real,wikimedia_commons,,,4732,3155,jpg,2026-03-23,,,File:002 Greater flamingo taking off in the Camargue Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:002_Greater_flamingo_taking_off_in_the_Camargue_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
169904946,data/raw/real/wikimedia/wikimedia_169904946.jpg,real,wikimedia_commons,,,5851,3901,jpg,2026-03-23,,,File:002 Jabiru feeding its babies in their nest in Encontro das Águas State Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:002_Jabiru_feeding_its_babies_in_their_nest_in_Encontro_das_%C3%81guas_State_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
178231295,data/raw/real/wikimedia/wikimedia_178231295.jpg,real,wikimedia_commons,,,5974,3983,jpg,2026-03-23,,,File:002 Lesser violetear displaying its ears to a Green-crowned brilliant in Los Quetzales National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:002_Lesser_violetear_displaying_its_ears_to_a_Green-crowned_brilliant_in_Los_Quetzales_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
121086546,data/raw/real/wikimedia/wikimedia_121086546.jpg,real,wikimedia_commons,,,7952,5304,jpg,2026-03-23,,,File:002 The lion king Snyggve in the Serengeti National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:002_The_lion_king_Snyggve_in_the_Serengeti_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
120509541,data/raw/real/wikimedia/wikimedia_120509541.jpg,real,wikimedia_commons,,,7533,5022,jpg,2026-03-23,,,File:002 Wild Alpine Ibex Swiss Alps and Creux du Van Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:002_Wild_Alpine_Ibex_Swiss_Alps_and_Creux_du_Van_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
178410815,data/raw/real/wikimedia/wikimedia_178410815.jpg,real,wikimedia_commons,,,8640,5760,jpg,2026-03-23,,,File:003 Cheetah hissing after a meal in Kalahari Desert Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:003_Cheetah_hissing_after_a_meal_in_Kalahari_Desert_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
154920954,data/raw/real/wikimedia/wikimedia_154920954.jpg,real,wikimedia_commons,,,3834,4792,jpg,2026-03-23,,,File:003 Greater flamingo close-up in the Camargue Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:003_Greater_flamingo_close-up_in_the_Camargue_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
134376381,data/raw/real/wikimedia/wikimedia_134376381.jpg,real,wikimedia_commons,,,7018,4679,jpg,2026-03-23,,,File:003 Olive-bellied Sunbird in flight at Kibale forest National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:003_Olive-bellied_Sunbird_in_flight_at_Kibale_forest_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
169585191,data/raw/real/wikimedia/wikimedia_169585191.jpg,real,wikimedia_commons,,,6619,4413,jpg,2026-03-23,,,File:003 Purple sunbird in Jim Corbett National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:003_Purple_sunbird_in_Jim_Corbett_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
169905077,data/raw/real/wikimedia/wikimedia_169905077.jpg,real,wikimedia_commons,,,3004,2003,jpg,2026-03-23,,,File:003 Ringed kingfisher flying with a fish in Encontro das Águas State Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:003_Ringed_kingfisher_flying_with_a_fish_in_Encontro_das_%C3%81guas_State_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
120510152,data/raw/real/wikimedia/wikimedia_120510152.jpg,real,wikimedia_commons,,,5760,8640,jpg,2026-03-23,,,File:003 Wild Alpine Ibex Sunset Creux du Van Mont Racine Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:003_Wild_Alpine_Ibex_Sunset_Creux_du_Van_Mont_Racine_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
169585347,data/raw/real/wikimedia/wikimedia_169585347.jpg,real,wikimedia_commons,,,8640,5760,jpg,2026-03-23,,,File:004 Chital in Keoladeo National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:004_Chital_in_Keoladeo_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
178411153,data/raw/real/wikimedia/wikimedia_178411153.jpg,real,wikimedia_commons,,,5005,3337,jpg,2026-03-23,,,File:004 Desert-adapted baby elephants cuddling in Damaraland Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:004_Desert-adapted_baby_elephants_cuddling_in_Damaraland_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
154920975,data/raw/real/wikimedia/wikimedia_154920975.jpg,real,wikimedia_commons,,,5331,3554,jpg,2026-03-23,,,File:004 Greater flamingos walking in the Camargue during mating season Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:004_Greater_flamingos_walking_in_the_Camargue_during_mating_season_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
121086914,data/raw/real/wikimedia/wikimedia_121086914.jpg,real,wikimedia_commons,,,22524,7200,jpg,2026-03-23,,,File:004 Sunrise at Serengeti National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:004_Sunrise_at_Serengeti_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
169585501,data/raw/real/wikimedia/wikimedia_169585501.jpg,real,wikimedia_commons,,,4668,5835,jpg,2026-03-23,,,File:005 Baby chital portrait in Ranthambore National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:005_Baby_chital_portrait_in_Ranthambore_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
169905387,data/raw/real/wikimedia/wikimedia_169905387.jpg,real,wikimedia_commons,,,5358,6698,jpg,2026-03-23,,,File:005 Rufescent tiger heron in Encontro das Águas State Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:005_Rufescent_tiger_heron_in_Encontro_das_%C3%81guas_State_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
154944567,data/raw/real/wikimedia/wikimedia_154944567.jpg,real,wikimedia_commons,,,7057,4705,jpg,2026-03-23,,,File:005b Greater flamingos courtship display in the Camargue during mating season Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:005b_Greater_flamingos_courtship_display_in_the_Camargue_during_mating_season_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
154944623,data/raw/real/wikimedia/wikimedia_154944623.jpg,real,wikimedia_commons,,,4661,3107,jpg,2026-03-23,,,File:005c Greater flamingos courtship display in the Camargue during mating season Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:005c_Greater_flamingos_courtship_display_in_the_Camargue_during_mating_season_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
169585659,data/raw/real/wikimedia/wikimedia_169585659.jpg,real,wikimedia_commons,,,7832,5221,jpg,2026-03-23,,,File:006 Baby rhesus macaque in Jim Corbett National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:006_Baby_rhesus_macaque_in_Jim_Corbett_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
178411518,data/raw/real/wikimedia/wikimedia_178411518.jpg,real,wikimedia_commons,,,5385,3590,jpg,2026-03-23,,,File:006 Dune 45 in Sossusvlei at sunrise Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:006_Dune_45_in_Sossusvlei_at_sunrise_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
121087154,data/raw/real/wikimedia/wikimedia_121087154.jpg,real,wikimedia_commons,,,5304,7952,jpg,2026-03-23,,,File:006 Giraffe portrait in the Lake Manyara National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:006_Giraffe_portrait_in_the_Lake_Manyara_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
169905497,data/raw/real/wikimedia/wikimedia_169905497.jpg,real,wikimedia_commons,,,6914,4609,jpg,2026-03-23,,,File:006 Toco toucan in Encontro das Águas State Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:006_Toco_toucan_in_Encontro_das_%C3%81guas_State_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
120511339,data/raw/real/wikimedia/wikimedia_120511339.jpg,real,wikimedia_commons,,,8640,5760,jpg,2026-03-23,,,File:006 Wild Baby Alpine Chamois Creux du Van and Swiss Alps Sunset colors Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:006_Wild_Baby_Alpine_Chamois_Creux_du_Van_and_Swiss_Alps_Sunset_colors_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
169585735,data/raw/real/wikimedia/wikimedia_169585735.jpg,real,wikimedia_commons,,,3577,2385,jpg,2026-03-23,,,File:007 Asian green bee-eater in Jim Corbett National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:007_Asian_green_bee-eater_in_Jim_Corbett_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
155084065,data/raw/real/wikimedia/wikimedia_155084065.jpg,real,wikimedia_commons,,,5392,5392,jpg,2026-03-23,,,File:007 Greater flamingos courtship display in the Camargue during mating season Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:007_Greater_flamingos_courtship_display_in_the_Camargue_during_mating_season_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
169905647,data/raw/real/wikimedia/wikimedia_169905647.jpg,real,wikimedia_commons,,,6811,4541,jpg,2026-03-23,,,File:007 Hyacinth macaw couple under Pink Ipê tree in Encontro das Águas State Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:007_Hyacinth_macaw_couple_under_Pink_Ip%C3%AA_tree_in_Encontro_das_%C3%81guas_State_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
178836975,data/raw/real/wikimedia/wikimedia_178836975.jpg,real,wikimedia_commons,,,5182,3455,jpg,2026-03-23,,,File:007a European bee-eater chasing an Aglais butterfly in flight in Pfyn-Finges Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:007a_European_bee-eater_chasing_an_Aglais_butterfly_in_flight_in_Pfyn-Finges_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
178837226,data/raw/real/wikimedia/wikimedia_178837226.jpg,real,wikimedia_commons,,,4276,2851,jpg,2026-03-23,,,File:007c European bee-eater eating an Emperor dragonfly in Pfyn-Finges Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:007c_European_bee-eater_eating_an_Emperor_dragonfly_in_Pfyn-Finges_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
121087370,data/raw/real/wikimedia/wikimedia_121087370.jpg,real,wikimedia_commons,,,7952,5304,jpg,2026-03-23,,,File:008 Black-headed heron from up close in the Tarangire National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:008_Black-headed_heron_from_up_close_in_the_Tarangire_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
169585802,data/raw/real/wikimedia/wikimedia_169585802.jpg,real,wikimedia_commons,,,3762,2508,jpg,2026-03-23,,,File:008 Eurasian hoopoe eating in Keoladeo National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:008_Eurasian_hoopoe_eating_in_Keoladeo_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
178832791,data/raw/real/wikimedia/wikimedia_178832791.jpg,real,wikimedia_commons,,,6946,13606,jpg,2026-03-23,,,File:008 Milky way aligned with the Matterhorn reflecting in Stellisee Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:008_Milky_way_aligned_with_the_Matterhorn_reflecting_in_Stellisee_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
169905844,data/raw/real/wikimedia/wikimedia_169905844.jpg,real,wikimedia_commons,,,4651,3101,jpg,2026-03-23,,,File:009 Female jaguar in Encontro das Águas State Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:009_Female_jaguar_in_Encontro_das_%C3%81guas_State_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
155084120,data/raw/real/wikimedia/wikimedia_155084120.jpg,real,wikimedia_commons,,,3457,4321,jpg,2026-03-23,,,File:009 Greater flamingos male and female in the Camargue during mating season Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:009_Greater_flamingos_male_and_female_in_the_Camargue_during_mating_season_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
178480430,data/raw/real/wikimedia/wikimedia_178480430.jpg,real,wikimedia_commons,,,3324,2493,jpg,2026-03-23,,,File:009 Pod of Spinner dolphins swimming in the Indian ocean Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:009_Pod_of_Spinner_dolphins_swimming_in_the_Indian_ocean_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
28822769,data/raw/real/wikimedia/wikimedia_28822769.jpg,real,wikimedia_commons,,,4032,2636,jpg,2026-03-23,,,File:01 Calanche Piana.jpg,https://commons.wikimedia.org/wiki/File:01_Calanche_Piana.jpg,Myrabella,CC BY-SA 3.0,Category:Featured pictures on Wikimedia Commons
27597836,data/raw/real/wikimedia/wikimedia_27597836.jpg,real,wikimedia_commons,,,4288,2848,jpg,2026-03-23,,,File:01 Gorges du Tarn Roc des Hourtous.jpg,https://commons.wikimedia.org/wiki/File:01_Gorges_du_Tarn_Roc_des_Hourtous.jpg,Myrabella,CC BY-SA 3.0,Category:Featured pictures on Wikimedia Commons
32494596,data/raw/real/wikimedia/wikimedia_32494596.jpg,real,wikimedia_commons,,,3661,6001,jpg,2026-03-23,,,File:01-01-2014 - Messeturm - trade fair tower - Frankfurt- Germany - 01.jpg,https://commons.wikimedia.org/wiki/File:01-01-2014_-_Messeturm_-_trade_fair_tower_-_Frankfurt-_Germany_-_01.jpg,NorbertNagel,CC BY-SA 3.0,Category:Featured pictures on Wikimedia Commons
62891762,data/raw/real/wikimedia/wikimedia_62891762.jpg,real,wikimedia_commons,,,7360,4912,jpg,2026-03-23,,,File:01-พระที่นั่งคูหาคฤหาสน์.jpg,https://commons.wikimedia.org/wiki/File:01-%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%99%E0%B8%B1%E0%B9%88%E0%B8%87%E0%B8%84%E0%B8%B9%E0%B8%AB%E0%B8%B2%E0%B8%84%E0%B8%A4%E0%B8%AB%E0%B8%B2%E0%B8%AA%E0%B8%99%E0%B9%8C.jpg,Jane3030,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
178480467,data/raw/real/wikimedia/wikimedia_178480467.jpg,real,wikimedia_commons,,,3628,2419,jpg,2026-03-23,,,File:010 Atlantic bottlenose dolphin jumping at Pelican point Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:010_Atlantic_bottlenose_dolphin_jumping_at_Pelican_point_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
155084146,data/raw/real/wikimedia/wikimedia_155084146.jpg,real,wikimedia_commons,,,6429,4286,jpg,2026-03-23,,,File:010 Greater flamingos male and female in the Camargue during mating season Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:010_Greater_flamingos_male_and_female_in_the_Camargue_during_mating_season_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
169585934,data/raw/real/wikimedia/wikimedia_169585934.jpg,real,wikimedia_commons,,,7544,5029,jpg,2026-03-23,,,File:010 White-eared bulbul in Keoladeo National Park Photo by Giles Laurent.jpg,https://commons.wikimedia.org/wiki/File:010_White-eared_bulbul_in_Keoladeo_National_Park_Photo_by_Giles_Laurent.jpg,Giles Laurent,CC BY-SA 4.0,Category:Featured pictures on Wikimedia Commons
